test	struct	rep	count	variable	value
insert	rdeque	9	80000	envcount	81944
remove	rdeque	9	80000	envcount	1944
mix	rdeque	9	80000	envcount	28612
insert	rpqueue	9	80000	envcount	255548
remove	rpqueue	9	80000	envcount	1945
mix	rpqueue	9	80000	envcount	108915
insert	rstack	10	80000	envcount	81942
remove	rstack	10	80000	envcount	1942
mix	rstack	10	80000	envcount	28610
insert	rdeque	10	80000	envcount	81944
remove	rdeque	10	80000	envcount	1944
mix	rdeque	10	80000	envcount	28612
insert	rpqueue	10	80000	envcount	255548
remove	rpqueue	10	80000	envcount	1945
mix	rpqueue	10	80000	envcount	108915
insert	rstack	1	90000	envcount	91942
remove	rstack	1	90000	envcount	1942
mix	rstack	1	90000	envcount	31942
insert	rdeque	1	90000	envcount	91944
remove	rdeque	1	90000	envcount	1944
mix	rdeque	1	90000	envcount	31944
insert	rpqueue	1	90000	envcount	385548
remove	rpqueue	1	90000	envcount	1945
mix	rpqueue	1	90000	envcount	31945
insert	rstack	2	90000	envcount	91942
remove	rstack	2	90000	envcount	1942
mix	rstack	2	90000	envcount	31942
insert	rdeque	2	90000	envcount	91944
remove	rdeque	2	90000	envcount	1944
mix	rdeque	2	90000	envcount	31944
insert	rpqueue	2	90000	envcount	385548
remove	rpqueue	2	90000	envcount	1945
mix	rpqueue	2	90000	envcount	31945
insert	rstack	3	90000	envcount	91942
remove	rstack	3	90000	envcount	1942
mix	rstack	3	90000	envcount	31942
insert	rdeque	3	90000	envcount	91944
remove	rdeque	3	90000	envcount	1944
mix	rdeque	3	90000	envcount	31944
insert	rpqueue	3	90000	envcount	385548
remove	rpqueue	3	90000	envcount	1945
mix	rpqueue	3	90000	envcount	31945
insert	rstack	4	90000	envcount	91942
remove	rstack	4	90000	envcount	1942
mix	rstack	4	90000	envcount	31942
insert	rdeque	4	90000	envcount	91944
remove	rdeque	4	90000	envcount	1944
mix	rdeque	4	90000	envcount	31944
insert	rpqueue	4	90000	envcount	385548
remove	rpqueue	4	90000	envcount	1945
mix	rpqueue	4	90000	envcount	31945
insert	rstack	5	90000	envcount	91942
remove	rstack	5	90000	envcount	1942
mix	rstack	5	90000	envcount	31942
insert	rdeque	5	90000	envcount	91944
remove	rdeque	5	90000	envcount	1944
mix	rdeque	5	90000	envcount	31944
insert	rpqueue	5	90000	envcount	385548
remove	rpqueue	5	90000	envcount	1945
mix	rpqueue	5	90000	envcount	31945
insert	rstack	6	90000	envcount	91942
remove	rstack	6	90000	envcount	1942
mix	rstack	6	90000	envcount	31942
insert	rdeque	6	90000	envcount	91944
remove	rdeque	6	90000	envcount	1944
mix	rdeque	6	90000	envcount	31944
insert	rpqueue	6	90000	envcount	385548
remove	rpqueue	6	90000	envcount	1945
mix	rpqueue	6	90000	envcount	31945
insert	rstack	7	90000	envcount	91942
remove	rstack	7	90000	envcount	1942
mix	rstack	7	90000	envcount	31942
insert	rdeque	7	90000	envcount	91944
remove	rdeque	7	90000	envcount	1944
mix	rdeque	7	90000	envcount	31944
insert	rpqueue	7	90000	envcount	385548
remove	rpqueue	7	90000	envcount	1945
mix	rpqueue	7	90000	envcount	31945
insert	rstack	8	90000	envcount	91942
remove	rstack	8	90000	envcount	1942
mix	rstack	8	90000	envcount	31942
insert	rdeque	8	90000	envcount	91944
remove	rdeque	8	90000	envcount	1944
mix	rdeque	8	90000	envcount	31944
insert	rpqueue	8	90000	envcount	385548
remove	rpqueue	8	90000	envcount	1945
mix	rpqueue	8	90000	envcount	31945
insert	rstack	9	90000	envcount	91942
remove	rstack	9	90000	envcount	1942
mix	rstack	9	90000	envcount	31942
insert	rdeque	9	90000	envcount	91944
remove	rdeque	9	90000	envcount	1944
mix	rdeque	9	90000	envcount	31944
insert	rpqueue	9	90000	envcount	385548
remove	rpqueue	9	90000	envcount	1945
mix	rpqueue	9	90000	envcount	31945
insert	rstack	10	90000	envcount	91942
remove	rstack	10	90000	envcount	1942
mix	rstack	10	90000	envcount	31942
insert	rdeque	10	90000	envcount	91944
remove	rdeque	10	90000	envcount	1944
mix	rdeque	10	90000	envcount	31944
insert	rpqueue	10	90000	envcount	385548
remove	rpqueue	10	90000	envcount	1945
mix	rpqueue	10	90000	envcount	31945
insert	rstack	1	1e+05	envcount	101942
remove	rstack	1	1e+05	envcount	1942
mix	rstack	1	1e+05	envcount	35276
insert	rdeque	1	1e+05	envcount	101944
remove	rdeque	1	1e+05	envcount	1944
mix	rdeque	1	1e+05	envcount	35278
insert	rpqueue	1	1e+05	envcount	101945
remove	rpqueue	1	1e+05	envcount	1945
mix	rpqueue	1	1e+05	envcount	60106
insert	rstack	2	1e+05	envcount	101942
remove	rstack	2	1e+05	envcount	1942
mix	rstack	2	1e+05	envcount	35276
insert	rdeque	2	1e+05	envcount	101944
remove	rdeque	2	1e+05	envcount	1944
mix	rdeque	2	1e+05	envcount	35278
insert	rpqueue	2	1e+05	envcount	101945
remove	rpqueue	2	1e+05	envcount	1945
mix	rpqueue	2	1e+05	envcount	60106
insert	rstack	3	1e+05	envcount	101942
remove	rstack	3	1e+05	envcount	1942
mix	rstack	3	1e+05	envcount	35276
insert	rdeque	3	1e+05	envcount	101944
remove	rdeque	3	1e+05	envcount	1944
mix	rdeque	3	1e+05	envcount	35278
insert	rpqueue	3	1e+05	envcount	101945
remove	rpqueue	3	1e+05	envcount	1945
mix	rpqueue	3	1e+05	envcount	60106
insert	rstack	4	1e+05	envcount	101942
remove	rstack	4	1e+05	envcount	1942
mix	rstack	4	1e+05	envcount	35276
insert	rdeque	4	1e+05	envcount	101944
remove	rdeque	4	1e+05	envcount	1944
mix	rdeque	4	1e+05	envcount	35278
insert	rpqueue	4	1e+05	envcount	101945
remove	rpqueue	4	1e+05	envcount	1945
mix	rpqueue	4	1e+05	envcount	60106
insert	rstack	5	1e+05	envcount	101942
remove	rstack	5	1e+05	envcount	1942
mix	rstack	5	1e+05	envcount	35276
insert	rdeque	5	1e+05	envcount	101944
remove	rdeque	5	1e+05	envcount	1944
mix	rdeque	5	1e+05	envcount	35278
insert	rpqueue	5	1e+05	envcount	101945
remove	rpqueue	5	1e+05	envcount	1945
mix	rpqueue	5	1e+05	envcount	60106
insert	rstack	6	1e+05	envcount	101942
remove	rstack	6	1e+05	envcount	1942
mix	rstack	6	1e+05	envcount	35276
insert	rdeque	6	1e+05	envcount	101944
remove	rdeque	6	1e+05	envcount	1944
mix	rdeque	6	1e+05	envcount	35278
insert	rpqueue	6	1e+05	envcount	101945
remove	rpqueue	6	1e+05	envcount	1945
mix	rpqueue	6	1e+05	envcount	60106
insert	rstack	7	1e+05	envcount	101942
remove	rstack	7	1e+05	envcount	1942
mix	rstack	7	1e+05	envcount	35276
insert	rdeque	7	1e+05	envcount	101944
remove	rdeque	7	1e+05	envcount	1944
mix	rdeque	7	1e+05	envcount	35278
insert	rpqueue	7	1e+05	envcount	101945
remove	rpqueue	7	1e+05	envcount	1945
mix	rpqueue	7	1e+05	envcount	60106
insert	rstack	8	1e+05	envcount	101942
remove	rstack	8	1e+05	envcount	1942
mix	rstack	8	1e+05	envcount	35276
insert	rdeque	8	1e+05	envcount	101944
remove	rdeque	8	1e+05	envcount	1944
mix	rdeque	8	1e+05	envcount	35278
insert	rpqueue	8	1e+05	envcount	101945
remove	rpqueue	8	1e+05	envcount	1945
mix	rpqueue	8	1e+05	envcount	60106
insert	rstack	9	1e+05	envcount	101942
remove	rstack	9	1e+05	envcount	1942
mix	rstack	9	1e+05	envcount	35276
insert	rdeque	9	1e+05	envcount	101944
remove	rdeque	9	1e+05	envcount	1944
mix	rdeque	9	1e+05	envcount	35278
insert	rpqueue	9	1e+05	envcount	101945
remove	rpqueue	9	1e+05	envcount	1945
mix	rpqueue	9	1e+05	envcount	60106
insert	rstack	10	1e+05	envcount	101942
remove	rstack	10	1e+05	envcount	1942
mix	rstack	10	1e+05	envcount	35276
insert	rdeque	10	1e+05	envcount	101944
remove	rdeque	10	1e+05	envcount	1944
mix	rdeque	10	1e+05	envcount	35278
insert	rpqueue	10	1e+05	envcount	101945
remove	rpqueue	10	1e+05	envcount	1945
mix	rpqueue	10	1e+05	envcount	60106
