test	struct	rep	count	variable	value
insert	rpqueue	5	50000	seconds	23.229449185
remove	rpqueue	5	50000	seconds	18.387566915
mix	rpqueue	5	50000	seconds	20.268122384
insert	rstack	6	50000	seconds	1.625583044
remove	rstack	6	50000	seconds	2.149004941
mix	rstack	6	50000	seconds	1.854195317
insert	rdeque	6	50000	seconds	5.028991636
remove	rdeque	6	50000	seconds	8.814855882
mix	rdeque	6	50000	seconds	6.212092601
insert	rpqueue	6	50000	seconds	23.75328221
remove	rpqueue	6	50000	seconds	17.73477187
mix	rpqueue	6	50000	seconds	19.561262232
insert	rstack	7	50000	seconds	1.612801385
remove	rstack	7	50000	seconds	2.271315419
mix	rstack	7	50000	seconds	1.864013581
insert	rdeque	7	50000	seconds	4.916546493
remove	rdeque	7	50000	seconds	8.524421247
mix	rdeque	7	50000	seconds	6.235732913
insert	rpqueue	7	50000	seconds	23.360003146
remove	rpqueue	7	50000	seconds	17.43416294
mix	rpqueue	7	50000	seconds	19.605123478
insert	rstack	8	50000	seconds	1.638400875
remove	rstack	8	50000	seconds	2.143295609
mix	rstack	8	50000	seconds	1.838388658
insert	rdeque	8	50000	seconds	4.964998786
remove	rdeque	8	50000	seconds	8.828986961
mix	rdeque	8	50000	seconds	6.097141539
insert	rpqueue	8	50000	seconds	23.541075929
remove	rpqueue	8	50000	seconds	17.093785583
mix	rpqueue	8	50000	seconds	19.058197411
insert	rstack	9	50000	seconds	1.6013663
remove	rstack	9	50000	seconds	2.132783662
mix	rstack	9	50000	seconds	1.832076103
insert	rdeque	9	50000	seconds	4.876788104
remove	rdeque	9	50000	seconds	8.393315837
mix	rdeque	9	50000	seconds	6.022498794
insert	rpqueue	9	50000	seconds	23.114682936
remove	rpqueue	9	50000	seconds	17.614827915
mix	rpqueue	9	50000	seconds	19.737019077
insert	rstack	10	50000	seconds	1.604985744
remove	rstack	10	50000	seconds	2.253543422
mix	rstack	10	50000	seconds	1.978482173
insert	rdeque	10	50000	seconds	5.141080931
remove	rdeque	10	50000	seconds	9.479647715
mix	rdeque	10	50000	seconds	6.233997559
insert	rpqueue	10	50000	seconds	24.297618645
remove	rpqueue	10	50000	seconds	17.906781648
mix	rpqueue	10	50000	seconds	20.169423327
insert	rstack	1	60000	seconds	2.022777289
remove	rstack	1	60000	seconds	2.678729035
mix	rstack	1	60000	seconds	2.310684346
insert	rdeque	1	60000	seconds	6.411955991
remove	rdeque	1	60000	seconds	10.637375969
mix	rdeque	1	60000	seconds	7.75939977
insert	rpqueue	1	60000	seconds	25.994473928
remove	rpqueue	1	60000	seconds	25.202403788
mix	rpqueue	1	60000	seconds	24.384483025
insert	rstack	2	60000	seconds	2.018606195
remove	rstack	2	60000	seconds	2.809984857
mix	rstack	2	60000	seconds	2.289520474
insert	rdeque	2	60000	seconds	6.133444553
remove	rdeque	2	60000	seconds	11.407037077
mix	rdeque	2	60000	seconds	7.756115833
insert	rpqueue	2	60000	seconds	26.356403865
remove	rpqueue	2	60000	seconds	25.397101462
mix	rpqueue	2	60000	seconds	23.734578087
insert	rstack	3	60000	seconds	1.9451211
remove	rstack	3	60000	seconds	2.593223586
mix	rstack	3	60000	seconds	2.216344022
insert	rdeque	3	60000	seconds	5.977886289
remove	rdeque	3	60000	seconds	10.524617146
mix	rdeque	3	60000	seconds	7.722138777
insert	rpqueue	3	60000	seconds	26.28694112
remove	rpqueue	3	60000	seconds	24.459896179
mix	rpqueue	3	60000	seconds	23.457480494
insert	rstack	4	60000	seconds	1.971037116
remove	rstack	4	60000	seconds	2.581446118
mix	rstack	4	60000	seconds	2.211129589
insert	rdeque	4	60000	seconds	5.948408143
remove	rdeque	4	60000	seconds	10.698699696
mix	rdeque	4	60000	seconds	7.597581963
insert	rpqueue	4	60000	seconds	25.581307455
remove	rpqueue	4	60000	seconds	24.540301727
mix	rpqueue	4	60000	seconds	23.668608337
insert	rstack	5	60000	seconds	1.961261301
remove	rstack	5	60000	seconds	2.580215919
mix	rstack	5	60000	seconds	2.204215094
insert	rdeque	5	60000	seconds	5.901230105
remove	rdeque	5	60000	seconds	10.71300638
mix	rdeque	5	60000	seconds	7.625383719
insert	rpqueue	5	60000	seconds	25.615932307
remove	rpqueue	5	60000	seconds	24.696561451
mix	rpqueue	5	60000	seconds	23.638548082
insert	rstack	6	60000	seconds	1.996103699
remove	rstack	6	60000	seconds	2.740803734
mix	rstack	6	60000	seconds	2.220740335
insert	rdeque	6	60000	seconds	5.934346437
remove	rdeque	6	60000	seconds	10.556974139
mix	rdeque	6	60000	seconds	7.525073829
insert	rpqueue	6	60000	seconds	25.634915828
remove	rpqueue	6	60000	seconds	25.094127312
mix	rpqueue	6	60000	seconds	23.362478273
insert	rstack	7	60000	seconds	2.045629048
remove	rstack	7	60000	seconds	2.600851705
mix	rstack	7	60000	seconds	2.206366461
insert	rdeque	7	60000	seconds	5.911386555
remove	rdeque	7	60000	seconds	10.749752604
mix	rdeque	7	60000	seconds	7.577262104
insert	rpqueue	7	60000	seconds	25.163216905
remove	rpqueue	7	60000	seconds	24.363743878
mix	rpqueue	7	60000	seconds	23.165870597
insert	rstack	8	60000	seconds	2.000933083
remove	rstack	8	60000	seconds	2.573719225
mix	rstack	8	60000	seconds	2.217151582
insert	rdeque	8	60000	seconds	5.914100158
remove	rdeque	8	60000	seconds	10.701833287
mix	rdeque	8	60000	seconds	7.615388122
insert	rpqueue	8	60000	seconds	25.1427274
remove	rpqueue	8	60000	seconds	24.468897934
mix	rpqueue	8	60000	seconds	23.072371211
insert	rstack	9	60000	seconds	1.943444449
remove	rstack	9	60000	seconds	2.598725988
mix	rstack	9	60000	seconds	2.19592705
insert	rdeque	9	60000	seconds	5.967220254
remove	rdeque	9	60000	seconds	10.755275397
mix	rdeque	9	60000	seconds	7.713070234
insert	rpqueue	9	60000	seconds	25.546968667
remove	rpqueue	9	60000	seconds	25.779586861
mix	rpqueue	9	60000	seconds	22.638862389
insert	rstack	10	60000	seconds	1.943808586
remove	rstack	10	60000	seconds	2.570592558
mix	rstack	10	60000	seconds	2.195801084
insert	rdeque	10	60000	seconds	5.84067921
remove	rdeque	10	60000	seconds	10.137667721
mix	rdeque	10	60000	seconds	7.503671874
insert	rpqueue	10	60000	seconds	24.512830351
remove	rpqueue	10	60000	seconds	24.425932212
mix	rpqueue	10	60000	seconds	22.964174772
insert	rstack	1	70000	seconds	2.282833458
remove	rstack	1	70000	seconds	3.18218296
mix	rstack	1	70000	seconds	2.592804401
insert	rdeque	1	70000	seconds	6.925673147
remove	rdeque	1	70000	seconds	12.727500675
mix	rdeque	1	70000	seconds	8.722443501
insert	rpqueue	1	70000	seconds	28.395249111
remove	rpqueue	1	70000	seconds	30.532330532
mix	rpqueue	1	70000	seconds	27.600296002
insert	rstack	2	70000	seconds	2.295629224
remove	rstack	2	70000	seconds	2.991134709
mix	rstack	2	70000	seconds	2.584052497
insert	rdeque	2	70000	seconds	6.907376897
remove	rdeque	2	70000	seconds	12.292703273
mix	rdeque	2	70000	seconds	8.590705619
insert	rpqueue	2	70000	seconds	28.149045172
remove	rpqueue	2	70000	seconds	30.460929601
mix	rpqueue	2	70000	seconds	26.507500159
insert	rstack	3	70000	seconds	2.327801497
remove	rstack	3	70000	seconds	3.003881796
mix	rstack	3	70000	seconds	2.599588362
insert	rdeque	3	70000	seconds	6.859623055
remove	rdeque	3	70000	seconds	12.438527369
mix	rdeque	3	70000	seconds	8.595359335
insert	rpqueue	3	70000	seconds	28.235153986
remove	rpqueue	3	70000	seconds	30.84865904
mix	rpqueue	3	70000	seconds	26.408494486
insert	rstack	4	70000	seconds	2.250065476
remove	rstack	4	70000	seconds	2.995323432
mix	rstack	4	70000	seconds	2.681906019
insert	rdeque	4	70000	seconds	6.826160464
remove	rdeque	4	70000	seconds	12.208833812
mix	rdeque	4	70000	seconds	8.620964947
insert	rpqueue	4	70000	seconds	28.169710274
remove	rpqueue	4	70000	seconds	31.024118356
mix	rpqueue	4	70000	seconds	27.22692363
insert	rstack	5	70000	seconds	2.323832748
remove	rstack	5	70000	seconds	2.960745415
mix	rstack	5	70000	seconds	2.560443634
insert	rdeque	5	70000	seconds	6.842027826
remove	rdeque	5	70000	seconds	12.328046069
mix	rdeque	5	70000	seconds	8.629440053
insert	rpqueue	5	70000	seconds	27.977932978
remove	rpqueue	5	70000	seconds	30.546728839
mix	rpqueue	5	70000	seconds	26.063098481
insert	rstack	6	70000	seconds	2.258436109
remove	rstack	6	70000	seconds	2.994440024
mix	rstack	6	70000	seconds	2.563708754
insert	rdeque	6	70000	seconds	6.954395807
remove	rdeque	6	70000	seconds	12.268701838
mix	rdeque	6	70000	seconds	8.627424839
insert	rpqueue	6	70000	seconds	28.269150179
remove	rpqueue	6	70000	seconds	30.527675933
mix	rpqueue	6	70000	seconds	27.59949446
insert	rstack	7	70000	seconds	2.257925442
remove	rstack	7	70000	seconds	3.028919859
mix	rstack	7	70000	seconds	2.55808702
insert	rdeque	7	70000	seconds	7.002232293
remove	rdeque	7	70000	seconds	12.346570053
mix	rdeque	7	70000	seconds	8.539740829
insert	rpqueue	7	70000	seconds	27.86809963
remove	rpqueue	7	70000	seconds	31.684004062
mix	rpqueue	7	70000	seconds	26.575689896
insert	rstack	8	70000	seconds	2.327212733
remove	rstack	8	70000	seconds	3.004466072
mix	rstack	8	70000	seconds	2.602198739
insert	rdeque	8	70000	seconds	6.867981752
remove	rdeque	8	70000	seconds	12.431452079
mix	rdeque	8	70000	seconds	8.621911157
insert	rpqueue	8	70000	seconds	27.990337055
remove	rpqueue	8	70000	seconds	30.745493433
mix	rpqueue	8	70000	seconds	26.210164701
insert	rstack	9	70000	seconds	2.277517141
remove	rstack	9	70000	seconds	3.024917172
mix	rstack	9	70000	seconds	2.659085556
insert	rdeque	9	70000	seconds	6.828180534
remove	rdeque	9	70000	seconds	12.324682565
mix	rdeque	9	70000	seconds	8.625878229
insert	rpqueue	9	70000	seconds	28.162904268
remove	rpqueue	9	70000	seconds	31.087387146
mix	rpqueue	9	70000	seconds	27.06559861
insert	rstack	10	70000	seconds	2.251457779
remove	rstack	10	70000	seconds	2.978139784
mix	rstack	10	70000	seconds	2.56426081
insert	rdeque	10	70000	seconds	6.883187637
remove	rdeque	10	70000	seconds	12.288832297
mix	rdeque	10	70000	seconds	8.499290203
insert	rpqueue	10	70000	seconds	27.982013274
remove	rpqueue	10	70000	seconds	30.661501015
mix	rpqueue	10	70000	seconds	27.28474027
insert	rstack	1	80000	seconds	2.8018206
remove	rstack	1	80000	seconds	3.42729398
mix	rstack	1	80000	seconds	3.133952495
insert	rdeque	1	80000	seconds	8.126318429
remove	rdeque	1	80000	seconds	14.049376644
mix	rdeque	1	80000	seconds	9.787558362
insert	rpqueue	1	80000	seconds	34.1564818
remove	rpqueue	1	80000	seconds	31.215766056
mix	rpqueue	1	80000	seconds	31.095015386
insert	rstack	2	80000	seconds	2.648920376
remove	rstack	2	80000	seconds	3.447932703
mix	rstack	2	80000	seconds	2.911180107
insert	rdeque	2	80000	seconds	8.164457598
remove	rdeque	2	80000	seconds	14.301159924
mix	rdeque	2	80000	seconds	9.681314722
insert	rpqueue	2	80000	seconds	33.79098792
remove	rpqueue	2	80000	seconds	31.972154494
mix	rpqueue	2	80000	seconds	30.053087152
insert	rstack	3	80000	seconds	2.827145939
remove	rstack	3	80000	seconds	3.586359301
mix	rstack	3	80000	seconds	2.977822898
insert	rdeque	3	80000	seconds	8.305332179
remove	rdeque	3	80000	seconds	14.645101175
mix	rdeque	3	80000	seconds	9.924893139
insert	rpqueue	3	80000	seconds	36.086823456
remove	rpqueue	3	80000	seconds	32.47817681
mix	rpqueue	3	80000	seconds	32.644656151
insert	rstack	4	80000	seconds	2.841833658
remove	rstack	4	80000	seconds	3.568959832
mix	rstack	4	80000	seconds	3.032888455
insert	rdeque	4	80000	seconds	8.446840553
remove	rdeque	4	80000	seconds	14.783328543
mix	rdeque	4	80000	seconds	9.890821481
insert	rpqueue	4	80000	seconds	34.580172149
remove	rpqueue	4	80000	seconds	32.052589955
mix	rpqueue	4	80000	seconds	32.373395843
insert	rstack	5	80000	seconds	2.723412131
remove	rstack	5	80000	seconds	3.508368268
mix	rstack	5	80000	seconds	3.07711848
insert	rdeque	5	80000	seconds	8.288373117
remove	rdeque	5	80000	seconds	14.508321266
mix	rdeque	5	80000	seconds	9.965184716
insert	rpqueue	5	80000	seconds	34.20428209
remove	rpqueue	5	80000	seconds	32.569899739
mix	rpqueue	5	80000	seconds	30.648161115
insert	rstack	6	80000	seconds	2.874935529
remove	rstack	6	80000	seconds	3.634373966
mix	rstack	6	80000	seconds	3.147264764
insert	rdeque	6	80000	seconds	8.317965604
remove	rdeque	6	80000	seconds	14.951611269
mix	rdeque	6	80000	seconds	10.4174338
insert	rpqueue	6	80000	seconds	35.681885951
remove	rpqueue	6	80000	seconds	33.080796925
mix	rpqueue	6	80000	seconds	32.180772351
insert	rstack	7	80000	seconds	2.778017273
remove	rstack	7	80000	seconds	3.468594618
mix	rstack	7	80000	seconds	2.990426985
insert	rdeque	7	80000	seconds	8.468797322
remove	rdeque	7	80000	seconds	15.179871493
mix	rdeque	7	80000	seconds	10.369784989
insert	rpqueue	7	80000	seconds	37.58035452
remove	rpqueue	7	80000	seconds	32.011838345
mix	rpqueue	7	80000	seconds	32.816458885
insert	rstack	8	80000	seconds	2.875118044
remove	rstack	8	80000	seconds	3.485522739
mix	rstack	8	80000	seconds	2.949004767
insert	rdeque	8	80000	seconds	8.067414276
remove	rdeque	8	80000	seconds	14.462207021
mix	rdeque	8	80000	seconds	9.988909119
insert	rpqueue	8	80000	seconds	33.687945886
remove	rpqueue	8	80000	seconds	31.329537589
mix	rpqueue	8	80000	seconds	31.368954261
insert	rstack	9	80000	seconds	2.667059361
remove	rstack	9	80000	seconds	3.456132745
mix	rstack	9	80000	seconds	2.96328582
insert	rdeque	9	80000	seconds	8.198969764
remove	rdeque	9	80000	seconds	14.335202532
mix	rdeque	9	80000	seconds	9.805767037
insert	rpqueue	9	80000	seconds	35.296216018
remove	rpqueue	9	80000	seconds	30.722793998
mix	rpqueue	9	80000	seconds	31.708557897
insert	rstack	10	80000	seconds	2.654199304
remove	rstack	10	80000	seconds	3.51652908
mix	rstack	10	80000	seconds	3.002646845
insert	rdeque	10	80000	seconds	8.182759332
remove	rdeque	10	80000	seconds	14.412849406
mix	rdeque	10	80000	seconds	9.589828686
insert	rpqueue	10	80000	seconds	33.834620576
remove	rpqueue	10	80000	seconds	31.238943811
mix	rpqueue	10	80000	seconds	31.365026876
insert	rstack	1	90000	seconds	3.10957763
remove	rstack	1	90000	seconds	3.880848398
mix	rstack	1	90000	seconds	3.307743089
insert	rdeque	1	90000	seconds	9.230930118
remove	rdeque	1	90000	seconds	16.163412666
mix	rdeque	1	90000	seconds	11.382194968
insert	rpqueue	1	90000	seconds	41.533505075
remove	rpqueue	1	90000	seconds	30.295190216
mix	rpqueue	1	90000	seconds	36.363621379
insert	rstack	2	90000	seconds	3.304785388
remove	rstack	2	90000	seconds	3.978732441
mix	rstack	2	90000	seconds	3.297596462
insert	rdeque	2	90000	seconds	9.22702647
remove	rdeque	2	90000	seconds	16.404851528
mix	rdeque	2	90000	seconds	11.263393523
insert	rpqueue	2	90000	seconds	41.509491491
remove	rpqueue	2	90000	seconds	31.414082566
mix	rpqueue	2	90000	seconds	36.249323015
insert	rstack	3	90000	seconds	2.910599447
remove	rstack	3	90000	seconds	3.901054422
mix	rstack	3	90000	seconds	3.347764943
insert	rdeque	3	90000	seconds	9.02594059
remove	rdeque	3	90000	seconds	16.163756529
mix	rdeque	3	90000	seconds	11.481052589
insert	rpqueue	3	90000	seconds	41.451639239
remove	rpqueue	3	90000	seconds	31.791761564
mix	rpqueue	3	90000	seconds	35.683609791
insert	rstack	4	90000	seconds	2.907375368
remove	rstack	4	90000	seconds	3.890574188
mix	rstack	4	90000	seconds	3.309114683
insert	rdeque	4	90000	seconds	9.00234364
remove	rdeque	4	90000	seconds	16.077946464
mix	rdeque	4	90000	seconds	11.411878168
insert	rpqueue	4	90000	seconds	41.738985116
remove	rpqueue	4	90000	seconds	31.170113832
mix	rpqueue	4	90000	seconds	36.010391939
insert	rstack	5	90000	seconds	3.129646246
remove	rstack	5	90000	seconds	3.903156847
mix	rstack	5	90000	seconds	3.308382596
insert	rdeque	5	90000	seconds	9.270119647
remove	rdeque	5	90000	seconds	17.057276505
mix	rdeque	5	90000	seconds	12.130949593
insert	rpqueue	5	90000	seconds	42.456167931
remove	rpqueue	5	90000	seconds	32.404622532
mix	rpqueue	5	90000	seconds	39.276182707
insert	rstack	6	90000	seconds	3.072974243
remove	rstack	6	90000	seconds	3.952647088
mix	rstack	6	90000	seconds	3.2990533
insert	rdeque	6	90000	seconds	9.048682398
remove	rdeque	6	90000	seconds	16.179475753
mix	rdeque	6	90000	seconds	11.501534421
insert	rpqueue	6	90000	seconds	43.687204286
remove	rpqueue	6	90000	seconds	35.67624008
mix	rpqueue	6	90000	seconds	42.47219764
insert	rstack	7	90000	seconds	4.378594247
remove	rstack	7	90000	seconds	4.201376369
mix	rstack	7	90000	seconds	4.553785431
insert	rdeque	7	90000	seconds	12.778138013
remove	rdeque	7	90000	seconds	21.444310475
mix	rdeque	7	90000	seconds	12.620803847
insert	rpqueue	7	90000	seconds	48.314717089
remove	rpqueue	7	90000	seconds	39.069650998
mix	rpqueue	7	90000	seconds	39.03637279
insert	rstack	8	90000	seconds	3.039724418
remove	rstack	8	90000	seconds	3.947282173
mix	rstack	8	90000	seconds	3.452137651
insert	rdeque	8	90000	seconds	9.288495142
remove	rdeque	8	90000	seconds	16.89562877
mix	rdeque	8	90000	seconds	11.812891184
insert	rpqueue	8	90000	seconds	47.062534739
remove	rpqueue	8	90000	seconds	37.891679691
mix	rpqueue	8	90000	seconds	40.819856618
insert	rstack	9	90000	seconds	3.280398443
remove	rstack	9	90000	seconds	4.365234706
mix	rstack	9	90000	seconds	3.798879133
insert	rdeque	9	90000	seconds	9.358817304
remove	rdeque	9	90000	seconds	16.441150247
mix	rdeque	9	90000	seconds	11.841557086
insert	rpqueue	9	90000	seconds	43.985218868
remove	rpqueue	9	90000	seconds	33.783610991
mix	rpqueue	9	90000	seconds	38.89245238
insert	rstack	10	90000	seconds	3.026377808
remove	rstack	10	90000	seconds	4.01734143
mix	rstack	10	90000	seconds	3.369009785
insert	rdeque	10	90000	seconds	9.122799926
remove	rdeque	10	90000	seconds	17.416653083
mix	rdeque	10	90000	seconds	11.679908456
insert	rpqueue	10	90000	seconds	44.533726725
remove	rpqueue	10	90000	seconds	34.683156517
mix	rpqueue	10	90000	seconds	39.499361029
insert	rstack	1	1e+05	seconds	3.805093822
remove	rstack	1	1e+05	seconds	4.56603945
mix	rstack	1	1e+05	seconds	3.808201179
insert	rdeque	1	1e+05	seconds	10.663401597
remove	rdeque	1	1e+05	seconds	18.599462484
mix	rdeque	1	1e+05	seconds	13.042786025
insert	rpqueue	1	1e+05	seconds	51.420455248
remove	rpqueue	1	1e+05	seconds	38.881902834
mix	rpqueue	1	1e+05	seconds	41.684318625
insert	rstack	2	1e+05	seconds	3.740085847
remove	rstack	2	1e+05	seconds	4.488113253
mix	rstack	2	1e+05	seconds	3.810867225
insert	rdeque	2	1e+05	seconds	10.658949292
remove	rdeque	2	1e+05	seconds	18.62410366
mix	rdeque	2	1e+05	seconds	12.864294161
insert	rpqueue	2	1e+05	seconds	49.814074903
remove	rpqueue	2	1e+05	seconds	35.836967843
mix	rpqueue	2	1e+05	seconds	40.815988338
insert	rstack	3	1e+05	seconds	3.786344633
remove	rstack	3	1e+05	seconds	4.409947693
mix	rstack	3	1e+05	seconds	4.054020319
insert	rdeque	3	1e+05	seconds	11.063382997
remove	rdeque	3	1e+05	seconds	19.372140595
mix	rdeque	3	1e+05	seconds	12.742510639
insert	rpqueue	3	1e+05	seconds	51.32683807
remove	rpqueue	3	1e+05	seconds	37.199377396
mix	rpqueue	3	1e+05	seconds	40.101634143
insert	rstack	4	1e+05	seconds	3.721596102
remove	rstack	4	1e+05	seconds	4.479794695
mix	rstack	4	1e+05	seconds	4.051299558
insert	rdeque	4	1e+05	seconds	10.841432499
remove	rdeque	4	1e+05	seconds	20.424283437
mix	rdeque	4	1e+05	seconds	13.469279319
insert	rpqueue	4	1e+05	seconds	53.095880787
remove	rpqueue	4	1e+05	seconds	36.786917418
mix	rpqueue	4	1e+05	seconds	39.406309945
insert	rstack	5	1e+05	seconds	3.531959996
remove	rstack	5	1e+05	seconds	4.373183876
mix	rstack	5	1e+05	seconds	3.693761413
insert	rdeque	5	1e+05	seconds	10.275254782
remove	rdeque	5	1e+05	seconds	18.064853104
mix	rdeque	5	1e+05	seconds	12.596755687
insert	rpqueue	5	1e+05	seconds	47.628399873
remove	rpqueue	5	1e+05	seconds	35.268062325
mix	rpqueue	5	1e+05	seconds	39.480546851
insert	rstack	6	1e+05	seconds	3.848072107
remove	rstack	6	1e+05	seconds	4.6431934
mix	rstack	6	1e+05	seconds	3.791672939
insert	rdeque	6	1e+05	seconds	10.890446754
remove	rdeque	6	1e+05	seconds	18.245592964
mix	rdeque	6	1e+05	seconds	15.261354601
insert	rpqueue	6	1e+05	seconds	52.552310833
remove	rpqueue	6	1e+05	seconds	36.087849393
mix	rpqueue	6	1e+05	seconds	40.915002302
insert	rstack	7	1e+05	seconds	3.673626376
remove	rstack	7	1e+05	seconds	4.425548591
mix	rstack	7	1e+05	seconds	3.835411928
insert	rdeque	7	1e+05	seconds	11.601223738
remove	rdeque	7	1e+05	seconds	18.208146547
mix	rdeque	7	1e+05	seconds	12.65086903
insert	rpqueue	7	1e+05	seconds	49.035797063
remove	rpqueue	7	1e+05	seconds	35.767830623
mix	rpqueue	7	1e+05	seconds	41.119268519
insert	rstack	8	1e+05	seconds	3.817041575
remove	rstack	8	1e+05	seconds	4.735878579
mix	rstack	8	1e+05	seconds	3.881440988
insert	rdeque	8	1e+05	seconds	10.534750429
remove	rdeque	8	1e+05	seconds	18.767296087
mix	rdeque	8	1e+05	seconds	13.070294139
insert	rpqueue	8	1e+05	seconds	49.898448339
remove	rpqueue	8	1e+05	seconds	35.946499782
mix	rpqueue	8	1e+05	seconds	41.326749229
insert	rstack	9	1e+05	seconds	3.727451996
remove	rstack	9	1e+05	seconds	4.51662718
mix	rstack	9	1e+05	seconds	3.864306527
insert	rdeque	9	1e+05	seconds	10.657467121
remove	rdeque	9	1e+05	seconds	18.891425043
mix	rdeque	9	1e+05	seconds	12.651406017
insert	rpqueue	9	1e+05	seconds	49.318367997
remove	rpqueue	9	1e+05	seconds	37.13193678
mix	rpqueue	9	1e+05	seconds	39.823659877
insert	rstack	10	1e+05	seconds	3.748966188
remove	rstack	10	1e+05	seconds	4.479185991
mix	rstack	10	1e+05	seconds	3.802835625
insert	rdeque	10	1e+05	seconds	10.289248606
remove	rdeque	10	1e+05	seconds	18.212552334
mix	rdeque	10	1e+05	seconds	12.525935639
insert	rpqueue	10	1e+05	seconds	48.133180396
remove	rpqueue	10	1e+05	seconds	34.687919101
mix	rpqueue	10	1e+05	seconds	40.516101975
insert	rstack	1	1000	envcount	2942
remove	rstack	1	1000	envcount	1942
mix	rstack	1	1000	envcount	2276
insert	rdeque	1	1000	envcount	2944
remove	rdeque	1	1000	envcount	1944
mix	rdeque	1	1000	envcount	2278
insert	rpqueue	1	1000	envcount	2945
remove	rpqueue	1	1000	envcount	1945
mix	rpqueue	1	1000	envcount	2587
insert	rstack	2	1000	envcount	2942
remove	rstack	2	1000	envcount	1942
mix	rstack	2	1000	envcount	2276
insert	rdeque	2	1000	envcount	2944
remove	rdeque	2	1000	envcount	1944
mix	rdeque	2	1000	envcount	2278
insert	rpqueue	2	1000	envcount	2945
remove	rpqueue	2	1000	envcount	1945
mix	rpqueue	2	1000	envcount	2587
insert	rstack	3	1000	envcount	2942
remove	rstack	3	1000	envcount	1942
mix	rstack	3	1000	envcount	2276
insert	rdeque	3	1000	envcount	2944
remove	rdeque	3	1000	envcount	1944
mix	rdeque	3	1000	envcount	2278
insert	rpqueue	3	1000	envcount	2945
remove	rpqueue	3	1000	envcount	1945
mix	rpqueue	3	1000	envcount	2587
insert	rstack	4	1000	envcount	2942
remove	rstack	4	1000	envcount	1942
mix	rstack	4	1000	envcount	2276
insert	rdeque	4	1000	envcount	2944
remove	rdeque	4	1000	envcount	1944
mix	rdeque	4	1000	envcount	2278
insert	rpqueue	4	1000	envcount	2945
remove	rpqueue	4	1000	envcount	1945
mix	rpqueue	4	1000	envcount	2587
insert	rstack	5	1000	envcount	2942
remove	rstack	5	1000	envcount	1942
mix	rstack	5	1000	envcount	2276
insert	rdeque	5	1000	envcount	2944
remove	rdeque	5	1000	envcount	1944
mix	rdeque	5	1000	envcount	2278
insert	rpqueue	5	1000	envcount	2945
remove	rpqueue	5	1000	envcount	1945
mix	rpqueue	5	1000	envcount	2587
insert	rstack	6	1000	envcount	2942
remove	rstack	6	1000	envcount	1942
mix	rstack	6	1000	envcount	2276
insert	rdeque	6	1000	envcount	2944
remove	rdeque	6	1000	envcount	1944
mix	rdeque	6	1000	envcount	2278
insert	rpqueue	6	1000	envcount	2945
remove	rpqueue	6	1000	envcount	1945
mix	rpqueue	6	1000	envcount	2587
insert	rstack	7	1000	envcount	2942
remove	rstack	7	1000	envcount	1942
mix	rstack	7	1000	envcount	2276
insert	rdeque	7	1000	envcount	2944
remove	rdeque	7	1000	envcount	1944
mix	rdeque	7	1000	envcount	2278
insert	rpqueue	7	1000	envcount	2945
remove	rpqueue	7	1000	envcount	1945
mix	rpqueue	7	1000	envcount	2587
insert	rstack	8	1000	envcount	2942
remove	rstack	8	1000	envcount	1942
mix	rstack	8	1000	envcount	2276
insert	rdeque	8	1000	envcount	2944
remove	rdeque	8	1000	envcount	1944
mix	rdeque	8	1000	envcount	2278
insert	rpqueue	8	1000	envcount	2945
remove	rpqueue	8	1000	envcount	1945
mix	rpqueue	8	1000	envcount	2587
insert	rstack	9	1000	envcount	2942
remove	rstack	9	1000	envcount	1942
mix	rstack	9	1000	envcount	2276
insert	rdeque	9	1000	envcount	2944
remove	rdeque	9	1000	envcount	1944
mix	rdeque	9	1000	envcount	2278
insert	rpqueue	9	1000	envcount	2945
remove	rpqueue	9	1000	envcount	1945
mix	rpqueue	9	1000	envcount	2587
insert	rstack	10	1000	envcount	2942
remove	rstack	10	1000	envcount	1942
mix	rstack	10	1000	envcount	2276
insert	rdeque	10	1000	envcount	2944
remove	rdeque	10	1000	envcount	1944
mix	rdeque	10	1000	envcount	2278
insert	rpqueue	10	1000	envcount	2945
remove	rpqueue	10	1000	envcount	1945
mix	rpqueue	10	1000	envcount	2587
insert	rstack	1	2000	envcount	3942
remove	rstack	1	2000	envcount	1942
mix	rstack	1	2000	envcount	2610
insert	rdeque	1	2000	envcount	3944
remove	rdeque	1	2000	envcount	1944
mix	rdeque	1	2000	envcount	2612
insert	rpqueue	1	2000	envcount	3945
remove	rpqueue	1	2000	envcount	1945
mix	rpqueue	1	2000	envcount	5831
insert	rstack	2	2000	envcount	3942
remove	rstack	2	2000	envcount	1942
mix	rstack	2	2000	envcount	2610
insert	rdeque	2	2000	envcount	3944
remove	rdeque	2	2000	envcount	1944
mix	rdeque	2	2000	envcount	2612
insert	rpqueue	2	2000	envcount	3945
remove	rpqueue	2	2000	envcount	1945
mix	rpqueue	2	2000	envcount	5831
insert	rstack	3	2000	envcount	3942
remove	rstack	3	2000	envcount	1942
mix	rstack	3	2000	envcount	2610
insert	rdeque	3	2000	envcount	3944
remove	rdeque	3	2000	envcount	1944
mix	rdeque	3	2000	envcount	2612
insert	rpqueue	3	2000	envcount	3945
remove	rpqueue	3	2000	envcount	1945
mix	rpqueue	3	2000	envcount	5831
